"clc_111";"clc_112";"clc_121";"clc_122";"clc_123";"clc_124";"clc_131";"clc_132";"clc_133";"clc_141";"clc_142";"clc_211";"clc_221";"clc_222";"clc_231";"clc_242";"clc_243";"clc_311";"clc_312";"clc_313";"clc_321";"clc_322";"clc_324";"clc_331";"clc_333";"clc_411";"clc_412";"clc_511";"clc_512";"expression"
"53711699";;0,2577;;;;;;;;;;0,241;;;0,017;;;;0,4843;;;;;;;;;;;"0.2577 * clc_112 + 0.241 * clc_211 + 0.017 * clc_231 + 0.4843 * clc_312"
"537117";;0,3199;;;;;;;;;;0,2768;;;0,083;;;;0,2347;;;;;;;;;0,0857;;"0.3199 * clc_112 + 0.2768 * clc_211 + 0.083 * clc_231 + 0.2347 * clc_312 + 0.0857 * clc_511"
"53711819";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"5371182";;;;;;;;;;;;;;;0,2087;;0,0015;;0,7484;0,0414;;;;;;;;;;"0.2087 * clc_231 + 0.0015 * clc_243 + 0.7484 * clc_312 + 0.0414 * clc_313"
"53711831";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"53711832";;0,0329;;;;;;;;;;0,0279;;;0,2518;3e-04;;1e-04;0,6394;0,0475;;;;;;;;;;"0.0329 * clc_112 + 0.0279 * clc_211 + 0.2518 * clc_231 + 3e-04 * clc_242 + 1e-04 * clc_311 + 0.6394 * clc_312 + 0.0475 * clc_313"
"53711833";;;;;;;;;;;;;;;;;;;0,9573;0,0427;;;;;;;;;;"0.9573 * clc_312 + 0.0427 * clc_313"
"537118391";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"537118392";;;;;;;;;;;;;;;;;;;0,8981;0,1019;;;;;;;;;;"0.8981 * clc_312 + 0.1019 * clc_313"
"537118399";;;;;;;;;;;;;;;;;;;0,9987;0,0013;;;;;;;;;;"0.9987 * clc_312 + 0.0013 * clc_313"
"5371184";;;;;;;;;;;;;;;;;;;0,7853;0,2147;;;;;;;;;;"0.7853 * clc_312 + 0.2147 * clc_313"
"53711851";;;;;;;;;;;;;;;;;;0,134;0,7126;0,1534;;;;;;;;;;"0.134 * clc_311 + 0.7126 * clc_312 + 0.1534 * clc_313"
"53711852";;0,1197;;;;;;;;;;0,1245;;;0,1482;;;0,1593;0,4165;0,0318;;;;;;;;;;"0.1197 * clc_112 + 0.1245 * clc_211 + 0.1482 * clc_231 + 0.1593 * clc_311 + 0.4165 * clc_312 + 0.0318 * clc_313"
"53711853";;;;;;;;;;;;;;;;;;;0,9157;0,0843;;;;;;;;;;"0.9157 * clc_312 + 0.0843 * clc_313"
"53711855";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"537118561";;0,1541;;;;;;;;;;0,0362;;;0,4572;;;;0,3525;;;;;;;;;;;"0.1541 * clc_112 + 0.0362 * clc_211 + 0.4572 * clc_231 + 0.3525 * clc_312"
"537118562";;;;;;;;;;;;0,0647;;;0,3168;;;;0,6173;0,0013;;;;;;;;;;"0.0647 * clc_211 + 0.3168 * clc_231 + 0.6173 * clc_312 + 0.0013 * clc_313"
"537118563";;;;;;;;;;;;0,0315;;;0,006;;;;0,8896;0,0728;;;;;;;;;;"0.0315 * clc_211 + 0.006 * clc_231 + 0.8896 * clc_312 + 0.0728 * clc_313"
"537118564";;;;;;;;;;;;0,2159;;;;;;0,1095;0,6746;0;;;;;;;;;;"0.2159 * clc_211 + 0.1095 * clc_311 + 0.6746 * clc_312 + 0 * clc_313"
"537118569";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"53711857";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"537118581";;0,0069;;;;;;;;;;0,5636;;;0,4295;;;;;;;;;;;;;;;"0.0069 * clc_112 + 0.5636 * clc_211 + 0.4295 * clc_231"
"537118582";;0,529;;;;;;;;;;0,0604;;;0,4064;;;;0,0041;;;;;;;;;;;"0.529 * clc_112 + 0.0604 * clc_211 + 0.4064 * clc_231 + 0.0041 * clc_312"
"537118583";;0,0011;;;;;;;;;;0,1659;;;0,2484;;;0,0041;0,3801;0,2005;;;;;;;;;;"0.0011 * clc_112 + 0.1659 * clc_211 + 0.2484 * clc_231 + 0.0041 * clc_311 + 0.3801 * clc_312 + 0.2005 * clc_313"
"537118584";;0,01;;;;;;;;;;0,0724;;;0,3394;;;0,0438;0,3508;0,1835;;;;;;;;;;"0.01 * clc_112 + 0.0724 * clc_211 + 0.3394 * clc_231 + 0.0438 * clc_311 + 0.3508 * clc_312 + 0.1835 * clc_313"
"537118589";;;;;;;;;;;;0,0452;;;0,1612;;;0,1323;0,6613;;;;;;;;;;;"0.0452 * clc_211 + 0.1612 * clc_231 + 0.1323 * clc_311 + 0.6613 * clc_312"
"53711859";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"5371186";;;;;;;;;;;;;;;;;;0,0143;0,8038;0,1819;;;;;;;;;;"0.0143 * clc_311 + 0.8038 * clc_312 + 0.1819 * clc_313"
"537118711";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"537118712";;;;;;;;;;;;0,3361;;;;;;0,0022;0,6617;;;;;;;;;;;"0.3361 * clc_211 + 0.0022 * clc_311 + 0.6617 * clc_312"
"537118719";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"53711872";;;;;;;;;;;;;;;;;;0,0586;0,8755;0,0659;;;;;;;;;;"0.0586 * clc_311 + 0.8755 * clc_312 + 0.0659 * clc_313"
"537118731";;;;;;;;;;;;;;;;;;0,1017;0,817;0,0814;;;;;;;;;;"0.1017 * clc_311 + 0.817 * clc_312 + 0.0814 * clc_313"
"537118732";;0,0471;;;;;;;;;;0,2425;;;0,1639;;;0,2485;0,0836;0,2144;;;;;;;;;;"0.0471 * clc_112 + 0.2425 * clc_211 + 0.1639 * clc_231 + 0.2485 * clc_311 + 0.0836 * clc_312 + 0.2144 * clc_313"
"537118739";;;;;;;;;;;;0,0044;;;;;;0,36;0,5617;0,0739;;;;;;;;;;"0.0044 * clc_211 + 0.36 * clc_311 + 0.5617 * clc_312 + 0.0739 * clc_313"
"537118741";;;;;;;;;;;;;;;0,3804;;;;0,4396;0,18;;;;;;;;;;"0.3804 * clc_231 + 0.4396 * clc_312 + 0.18 * clc_313"
"537118742";;;;;;;;;;;;;;;;;;;0,2807;0,7193;;;;;;;;;;"0.2807 * clc_312 + 0.7193 * clc_313"
"537118743";;;;;;;;;;;;;;;;;;;0,3252;0,6748;;;;;;;;;;"0.3252 * clc_312 + 0.6748 * clc_313"
"537118744";;0;;;;;;;;;;0,3685;;;0,243;;;;0,3884;;;;;;;;;;;"0 * clc_112 + 0.3685 * clc_211 + 0.243 * clc_231 + 0.3884 * clc_312"
"537118745";;;;;;;;;;;;0,2129;;;;;;;0,5127;0,2744;;;;;;;;;;"0.2129 * clc_211 + 0.5127 * clc_312 + 0.2744 * clc_313"
"537118746";;;;;;;;;;;;0,4021;;;;;;;0,0914;0,5065;;;;;;;;;;"0.4021 * clc_211 + 0.0914 * clc_312 + 0.5065 * clc_313"
"537118749";;;;;;;;;;;;0,2685;;;;;;0,1621;0,2317;0,3378;;;;;;;;;;"0.2685 * clc_211 + 0.1621 * clc_311 + 0.2317 * clc_312 + 0.3378 * clc_313"
"537118751";;;;;;;;;;;;0,0207;;;0,0382;;;0,0671;0,8741;;;;;;;;;;;"0.0207 * clc_211 + 0.0382 * clc_231 + 0.0671 * clc_311 + 0.8741 * clc_312"
"537118752";;;;;;;;;;;;;;;;;;0,172;0,828;;;;;;;;;;;"0.172 * clc_311 + 0.828 * clc_312"
"537118753";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"537118759";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"537118761";;0,1861;;;;;;;;;;0,3866;;;0,3644;;;;0,0629;;;;;;;;;;;"0.1861 * clc_112 + 0.3866 * clc_211 + 0.3644 * clc_231 + 0.0629 * clc_312"
"537118762";;0,1055;;;;;;;;;;0,1225;;;0,5421;;;;0,2299;;;;;;;;;;;"0.1055 * clc_112 + 0.1225 * clc_211 + 0.5421 * clc_231 + 0.2299 * clc_312"
"537118769";;;;;;;;;;;;;;;0,1628;;;;0,8372;;;;;;;;;;;"0.1628 * clc_231 + 0.8372 * clc_312"
"537118791";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"537118792";;;;;;;;;;;;;;;;;;;0,7947;0,2053;;;;;;;;;;"0.7947 * clc_312 + 0.2053 * clc_313"
"537118793";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"537118794";;;;;;;;;;;;0,3178;;;0,1466;;;;0,5356;;;;;;;;;;;"0.3178 * clc_211 + 0.1466 * clc_231 + 0.5356 * clc_312"
"537118795";;;;;;;;;;;;;;;8e-04;;;;0,844;0,1552;;;;;;;;;;"8e-04 * clc_231 + 0.844 * clc_312 + 0.1552 * clc_313"
"537118796";;;;;;;;;;;;;;;;;;;0,9849;0,0151;;;;;;;;;;"0.9849 * clc_312 + 0.0151 * clc_313"
"537118797";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"537118798";;;;;;;;;;;;;;;0,2833;;;;0,7167;;;;;;;;;;;"0.2833 * clc_231 + 0.7167 * clc_312"
"537118799";;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;"1 * clc_312"
"5371188";;;;;;;;;;;;;;;;;;0,0054;0,6849;0,3097;;;;;;;;;;"0.0054 * clc_311 + 0.6849 * clc_312 + 0.3097 * clc_313"
"53711891";;;;;;;;;;;;0,0349;;;0,1764;;;0,3667;0,4219;;;;;;;;;;;"0.0349 * clc_211 + 0.1764 * clc_231 + 0.3667 * clc_311 + 0.4219 * clc_312"
"53711892";;0,396;;;;;;;;;;0,0941;;;0,2718;;;0,2382;;;;;;;;;;;;"0.396 * clc_112 + 0.0941 * clc_211 + 0.2718 * clc_231 + 0.2382 * clc_311"
"53711893";;0,0511;;;;;;;;;;0,0988;;;0,1626;;;0,1862;0,3342;0,1671;;;;;;;;;;"0.0511 * clc_112 + 0.0988 * clc_211 + 0.1626 * clc_231 + 0.1862 * clc_311 + 0.3342 * clc_312 + 0.1671 * clc_313"
"53711895";;;;;;;;;;;;0,0286;;;;;;;0,797;0,1744;;;;;;;;;;"0.0286 * clc_211 + 0.797 * clc_312 + 0.1744 * clc_313"
"53711896";;;;;;;;;;;;0,8282;;;;;;;9e-04;0,1708;;;;;;;;;;"0.8282 * clc_211 + 9e-04 * clc_312 + 0.1708 * clc_313"
"53711897";;0,0859;;;;;;;;;;0,4045;;;;;;0,1031;0,2355;0,171;;;;;;;;;;"0.0859 * clc_112 + 0.4045 * clc_211 + 0.1031 * clc_311 + 0.2355 * clc_312 + 0.171 * clc_313"
"53711898";;0,0037;;;;;;;;;;0,7477;;;;;;0,24;;0,0086;;;;;;;;;;"0.0037 * clc_112 + 0.7477 * clc_211 + 0.24 * clc_311 + 0.0086 * clc_313"
"53711899";;0,3037;;;;;;;;;;0,1978;;;;;;0,2252;0,2733;;;;;;;;;;;"0.3037 * clc_112 + 0.1978 * clc_211 + 0.2252 * clc_311 + 0.2733 * clc_312"
"5371191";;0,1619;;;;;;;;;;0,3511;;;0,07;;;0,0113;0,2627;;;;;;;;;0,1429;;"0.1619 * clc_112 + 0.3511 * clc_211 + 0.07 * clc_231 + 0.0113 * clc_311 + 0.2627 * clc_312 + 0.1429 * clc_511"
"5371192";;0,1305;;;;;;;;;;0,6091;;;0,0931;;;0,1211;;0,0462;;;;;;;;;;"0.1305 * clc_112 + 0.6091 * clc_211 + 0.0931 * clc_231 + 0.1211 * clc_311 + 0.0462 * clc_313"
"5371193";;0,033;;;;;;;;;;0,5641;;;0,0258;;;;0,333;;;;;;;;;0,0441;;"0.033 * clc_112 + 0.5641 * clc_211 + 0.0258 * clc_231 + 0.333 * clc_312 + 0.0441 * clc_511"
"5371195";;0,1908;;;;;;;;;;0,1381;;;0,1354;;;;0,2625;0,1368;;;;;;;;0,1364;;"0.1908 * clc_112 + 0.1381 * clc_211 + 0.1354 * clc_231 + 0.2625 * clc_312 + 0.1368 * clc_313 + 0.1364 * clc_511"
"5371196";;0,1207;;;;;;;;;;0,7479;;;;;;;;0,1313;;;;;;;;1e-04;;"0.1207 * clc_112 + 0.7479 * clc_211 + 0.1313 * clc_313 + 1e-04 * clc_511"
"5371199";;0,2736;;;;;;;;;;0,0614;;;0,232;;;;0,1946;0,0651;;;;;;;;0,1732;;"0.2736 * clc_112 + 0.0614 * clc_211 + 0.232 * clc_231 + 0.1946 * clc_312 + 0.0651 * clc_313 + 0.1732 * clc_511"
"53712111";;0,0731;;;;;;;;;;0,4519;;;0,2855;;;;0,1487;0,0407;;;;;;;;;;"0.0731 * clc_112 + 0.4519 * clc_211 + 0.2855 * clc_231 + 0.1487 * clc_312 + 0.0407 * clc_313"
"53712112";;7e-04;;;;;;;;;;;;;0,109;;;;0,8672;0,0232;;;;;;;;;;"7e-04 * clc_112 + 0.109 * clc_231 + 0.8672 * clc_312 + 0.0232 * clc_313"
"53712113";;0,244;;;;;;;;;;0,259;;;0,4162;;;;0,0809;;;;;;;;;;;"0.244 * clc_112 + 0.259 * clc_211 + 0.4162 * clc_231 + 0.0809 * clc_312"
"537121141";;;;;;;;;;;;0,2359;;;0,1178;;;0,2012;0,4204;0,0248;;;;;;;;;;"0.2359 * clc_211 + 0.1178 * clc_231 + 0.2012 * clc_311 + 0.4204 * clc_312 + 0.0248 * clc_313"
"537121149";;0,0166;;;;;;;;;;0,8192;;;0,0434;;;0,1007;0,0201;;;;;;;;;;;"0.0166 * clc_112 + 0.8192 * clc_211 + 0.0434 * clc_231 + 0.1007 * clc_311 + 0.0201 * clc_312"
"53712115";;0,4829;0,0167;;;;;;;;;0,461;;;0,0394;;;;;;;;;;;;;;;"0.4829 * clc_112 + 0.0167 * clc_121 + 0.461 * clc_211 + 0.0394 * clc_231"
"53712116";;0,069;0,097;;;;;;;;;0,1079;;;0,1775;;;0,0982;0,2605;0,1898;;;;;;;;;;"0.069 * clc_112 + 0.097 * clc_121 + 0.1079 * clc_211 + 0.1775 * clc_231 + 0.0982 * clc_311 + 0.2605 * clc_312 + 0.1898 * clc_313"
"53712119";;0,7072;0,1093;;;;;;;;;0,1044;;;0,079;;;;;;;;;;;;;;;"0.7072 * clc_112 + 0.1093 * clc_121 + 0.1044 * clc_211 + 0.079 * clc_231"
"53712121";;;;;;;;;;;;0,0342;;;0,0127;;;0,0746;0,6772;0,2013;;;;;;;;;;"0.0342 * clc_211 + 0.0127 * clc_231 + 0.0746 * clc_311 + 0.6772 * clc_312 + 0.2013 * clc_313"
"53712122";;;;;;;;;;;;0,0045;;;0,0613;;;;0,6651;0,2692;;;;;;;;;;"0.0045 * clc_211 + 0.0613 * clc_231 + 0.6651 * clc_312 + 0.2692 * clc_313"
"53712123";;0,0077;;;;;;;;;;0,5077;;;0,2875;;;;0,1971;;;;;;;;;;;"0.0077 * clc_112 + 0.5077 * clc_211 + 0.2875 * clc_231 + 0.1971 * clc_312"
"53712124";;0,1933;;;;;0,0166;;;;;0,3732;;;0,3681;;;;0,0489;;;;;;;;;;;"0.1933 * clc_112 + 0.0166 * clc_131 + 0.3732 * clc_211 + 0.3681 * clc_231 + 0.0489 * clc_312"
"53712125";;0,2734;;;;;;;;;;0,2648;;;0,4516;;;;0,0102;;;;;;;;;;;"0.2734 * clc_112 + 0.2648 * clc_211 + 0.4516 * clc_231 + 0.0102 * clc_312"
"53712126";;0,0523;;;;;;;;;;0,5615;;;0,2987;;;;0,0804;0,007;;;;;;;;;;"0.0523 * clc_112 + 0.5615 * clc_211 + 0.2987 * clc_231 + 0.0804 * clc_312 + 0.007 * clc_313"
"53712127";;0,1156;;;;;;;;;;0,4346;;;0,4498;;;;;;;;;;;;;;;"0.1156 * clc_112 + 0.4346 * clc_211 + 0.4498 * clc_231"
"53712128";;0,0693;0,0336;;;;;;;;;0,0394;;;0,5518;;;;0,306;;;;;;;;;;;"0.0693 * clc_112 + 0.0336 * clc_121 + 0.0394 * clc_211 + 0.5518 * clc_231 + 0.306 * clc_312"
"53712129";;0,2232;0,2465;;;;;;;;;0,2681;;;0,2527;;;;0,0096;;;;;;;;;;;"0.2232 * clc_112 + 0.2465 * clc_121 + 0.2681 * clc_211 + 0.2527 * clc_231 + 0.0096 * clc_312"
"53712131";;0,7531;0,2469;;;;;;;;;;;;;;;;;;;;;;;;;;;"0.7531 * clc_112 + 0.2469 * clc_121"
"53712133";;0,3148;7e-04;;;;;;;;;0,3849;;;0,2435;;;;0,0561;;;;;;;;;;;"0.3148 * clc_112 + 7e-04 * clc_121 + 0.3849 * clc_211 + 0.2435 * clc_231 + 0.0561 * clc_312"
"53712134";;0,041;;;;;;;;;;0,1638;;;0,0798;;;;0,7155;;;;;;;;;;;"0.041 * clc_112 + 0.1638 * clc_211 + 0.0798 * clc_231 + 0.7155 * clc_312"
"53712135";;0,2168;;;;;;;;;;0,2297;;;0,4354;;;;0,1181;;;;;;;;;;;"0.2168 * clc_112 + 0.2297 * clc_211 + 0.4354 * clc_231 + 0.1181 * clc_312"
"537121361";;0,0017;;;;;;;;;;0,6664;;;0,3041;;;;0,0277;;;;;;;;;;;"0.0017 * clc_112 + 0.6664 * clc_211 + 0.3041 * clc_231 + 0.0277 * clc_312"
"537121362";;0,0366;;;;;;;;;;0,5478;;;0,213;;;;0,1804;0,0222;;;;;;;;;;"0.0366 * clc_112 + 0.5478 * clc_211 + 0.213 * clc_231 + 0.1804 * clc_312 + 0.0222 * clc_313"
"537121369";;0,0088;;;;;;;;;;0,0215;;;0,9697;;;;;;;;;;;;;;;"0.0088 * clc_112 + 0.0215 * clc_211 + 0.9697 * clc_231"
"53712139";;1e-04;;;;;;;;;;0,4424;;;0,1705;;;;0,387;;;;;;;;;;;"1e-04 * clc_112 + 0.4424 * clc_211 + 0.1705 * clc_231 + 0.387 * clc_312"
"53712141";;0,0058;;;;;;;;;;0,4302;;;0,319;;;;0,245;;;;;;;;;;;"0.0058 * clc_112 + 0.4302 * clc_211 + 0.319 * clc_231 + 0.245 * clc_312"
"53712142";;0,4714;;;;;;;;;;0,3733;;;0,1553;;;;;;;;;;;;;;;"0.4714 * clc_112 + 0.3733 * clc_211 + 0.1553 * clc_231"
"53712149";;0,0347;;;;;;;;;;;;;0,8061;;;;0,1593;;;;;;;;;;;"0.0347 * clc_112 + 0.8061 * clc_231 + 0.1593 * clc_312"
"53712151";;0,0035;;;;;;;;;;0,145;;;0,4289;;;;0,4225;;;;;;;;;;;"0.0035 * clc_112 + 0.145 * clc_211 + 0.4289 * clc_231 + 0.4225 * clc_312"
"53712152";;0,1277;;;;;;;;;;0,2988;;;0,4109;;;;0,1626;;;;;;;;;;;"0.1277 * clc_112 + 0.2988 * clc_211 + 0.4109 * clc_231 + 0.1626 * clc_312"
"53712153";;;;;;;;;;;;0,3219;;;;;;0,0104;0,6547;0,013;;;;;;;;;;"0.3219 * clc_211 + 0.0104 * clc_311 + 0.6547 * clc_312 + 0.013 * clc_313"
"537121541";;0,0744;;;;;;;;;;0,7949;;;0,0101;;;;0,1206;;;;;;;;;;;"0.0744 * clc_112 + 0.7949 * clc_211 + 0.0101 * clc_231 + 0.1206 * clc_312"
"537121542";;0,2374;;;;;;;;;;0,6147;;;0,0396;;;2e-04;0,1082;;;;;;;;;;;"0.2374 * clc_112 + 0.6147 * clc_211 + 0.0396 * clc_231 + 2e-04 * clc_311 + 0.1082 * clc_312"
"537121549";;;;;;;;;;;;0,263;;;;;;0,4495;0,2875;;;;;;;;;;;"0.263 * clc_211 + 0.4495 * clc_311 + 0.2875 * clc_312"
"53712155";;;;;;;;;;;;0,0363;;;;;;0,3258;0,0926;0,5453;;;;;;;;;;"0.0363 * clc_211 + 0.3258 * clc_311 + 0.0926 * clc_312 + 0.5453 * clc_313"
"53712156";;;;;;;;;;;;0,398;;;0,2647;;;0,3048;;0,0325;;;;;;;;;;"0.398 * clc_211 + 0.2647 * clc_231 + 0.3048 * clc_311 + 0.0325 * clc_313"
"53712157";;;;;;;;;;;;0,0224;;;0,2469;;;0,2577;;0,473;;;;;;;;;;"0.0224 * clc_211 + 0.2469 * clc_231 + 0.2577 * clc_311 + 0.473 * clc_313"
"53712158";;;;;;;;;;;;0,4574;;;;;;0,042;;0,5006;;;;;;;;;;"0.4574 * clc_211 + 0.042 * clc_311 + 0.5006 * clc_313"
"53712159";;0,1694;;;;;;;;;;0,1125;;;0,0311;;;;0,1034;0,5837;;;;;;;;;;"0.1694 * clc_112 + 0.1125 * clc_211 + 0.0311 * clc_231 + 0.1034 * clc_312 + 0.5837 * clc_313"
"5371216";;0,1935;;;;;;;;;;0,0882;;;0,5166;;;;0,1448;0,057;;;;;;;;;;"0.1935 * clc_112 + 0.0882 * clc_211 + 0.5166 * clc_231 + 0.1448 * clc_312 + 0.057 * clc_313"
"53712191";;;;;;;;;;;;;;;;;;;0,842;0,158;;;;;;;;;;"0.842 * clc_312 + 0.158 * clc_313"
"53712192";;;;;;;;;;;;;;;0,0563;;;;0,5295;0,4143;;;;;;;;;;"0.0563 * clc_231 + 0.5295 * clc_312 + 0.4143 * clc_313"
"53712193";;0,0153;;;;;;;;;;0,1087;;;;;;;0,6519;0,2242;;;;;;;;;;"0.0153 * clc_112 + 0.1087 * clc_211 + 0.6519 * clc_312 + 0.2242 * clc_313"
"537121941";;;;;;;;;;;;0,2995;;;0,6995;;;;0,001;;;;;;;;;;;"0.2995 * clc_211 + 0.6995 * clc_231 + 0.001 * clc_312"
"537121942";;;;;;;;;;;;0,9342;;;0,0035;;;;0,0624;;;;;;;;;;;"0.9342 * clc_211 + 0.0035 * clc_231 + 0.0624 * clc_312"
"537121943";;;;;;;;;;;;0,1287;;;0,4514;;;;0,4199;;;;;;;;;;;"0.1287 * clc_211 + 0.4514 * clc_231 + 0.4199 * clc_312"
"537121944";;;;;;;;;;;;0,7541;;;0,1917;;;;0,0542;;;;;;;;;;;"0.7541 * clc_211 + 0.1917 * clc_231 + 0.0542 * clc_312"
"537121945";;;;;;;;;;;;0,303;;;0,1405;;;;0,5565;;;;;;;;;;;"0.303 * clc_211 + 0.1405 * clc_231 + 0.5565 * clc_312"
"537121946";;;;;;;;;;;;;;;0,3507;;;;0,6487;6e-04;;;;;;;;;;"0.3507 * clc_231 + 0.6487 * clc_312 + 6e-04 * clc_313"
"537121949";;;;;;;;;;;;;;;0,1894;;;;0,5216;0,289;;;;;;;;;;"0.1894 * clc_231 + 0.5216 * clc_312 + 0.289 * clc_313"
"53712199";;;;;;;;;;;;0,2461;;;;;;;0,7539;;;;;;;;;;;"0.2461 * clc_211 + 0.7539 * clc_312"
"537122112";;0,0838;;;;;0,0245;;;;;0,0254;;;0,4295;0,0396;1e-04;0,0026;0,2072;0,1872;;;;;;;;;;"0.0838 * clc_112 + 0.0245 * clc_131 + 0.0254 * clc_211 + 0.4295 * clc_231 + 0.0396 * clc_242 + 1e-04 * clc_243 + 0.0026 * clc_311 + 0.2072 * clc_312 + 0.1872 * clc_313"
"537122114";;0,0204;;;;;;;;;0,016;0,0135;;;0,368;;0,0943;;0,3844;0,1035;;;;;;;;;;"0.0204 * clc_112 + 0.016 * clc_142 + 0.0135 * clc_211 + 0.368 * clc_231 + 0.0943 * clc_243 + 0.3844 * clc_312 + 0.1035 * clc_313"
"537122119";;0,1697;;;;;;;;;;;;;0,0354;;0,3162;;0,4787;;;;;;;;;;;"0.1697 * clc_112 + 0.0354 * clc_231 + 0.3162 * clc_243 + 0.4787 * clc_312"
"53712213";;;;;;;;;;;;;;;0,0043;;0,1677;;0,828;;;;;;;;;;;"0.0043 * clc_231 + 0.1677 * clc_243 + 0.828 * clc_312"
"53712214";;;;;;;;;;;;;;;0,0619;;;0,0124;0,795;0,1307;;;;;;;;;;"0.0619 * clc_231 + 0.0124 * clc_311 + 0.795 * clc_312 + 0.1307 * clc_313"
"53712215";;0,1143;;;;;;;;;;;;;;;0,2511;;0,5401;0,0945;;;;;;;;;;"0.1143 * clc_112 + 0.2511 * clc_243 + 0.5401 * clc_312 + 0.0945 * clc_313"
"53712216";;0,0094;;;;;;;;;0,0569;;;;0,155;;;0,1482;0,2544;0,3761;;;;;;;;;;"0.0094 * clc_112 + 0.0569 * clc_142 + 0.155 * clc_231 + 0.1482 * clc_311 + 0.2544 * clc_312 + 0.3761 * clc_313"
"53712219";;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1 * clc_112"
"53712221";;;;;;;;;;;;;;;;;;;0,9963;0,0037;;;;;;;;;;"0.9963 * clc_312 + 0.0037 * clc_313"
"53712222";;;;;;;;;;;;;;;0,0252;;;;0,9574;0,0174;;;;;;;;;;"0.0252 * clc_231 + 0.9574 * clc_312 + 0.0174 * clc_313"
"53712223";;;;;;;;;;;;0,047;;;0,3814;;0,1191;;0,4526;;;;;;;;;;;"0.047 * clc_211 + 0.3814 * clc_231 + 0.1191 * clc_243 + 0.4526 * clc_312"
"53712224";;;;;;;;;;;;0,1489;;;0,1398;;0,0269;;0,6267;0,0577;;;;;;;;;;"0.1489 * clc_211 + 0.1398 * clc_231 + 0.0269 * clc_243 + 0.6267 * clc_312 + 0.0577 * clc_313"
"53712229";;0,0785;;;;;;;;;;0,0324;;;0,3451;;0,2174;;0,2372;0,0893;;;;;;;;;;"0.0785 * clc_112 + 0.0324 * clc_211 + 0.3451 * clc_231 + 0.2174 * clc_243 + 0.2372 * clc_312 + 0.0893 * clc_313"
"5371223111";;0,5878;;;;;;;;;0,023;;;;;;0,3893;;;;;;;;;;;;;"0.5878 * clc_112 + 0.023 * clc_142 + 0.3893 * clc_243"
"5371223119";;0,4852;;;;;;;;;0,4242;;;;0,0074;;0,0832;;;;;;;;;;;;;"0.4852 * clc_112 + 0.4242 * clc_142 + 0.0074 * clc_231 + 0.0832 * clc_243"
"537122312";;0,2776;;;;;;;;;;;;;;;0,1459;;0,048;0,5285;;;;;;;;;;"0.2776 * clc_112 + 0.1459 * clc_243 + 0.048 * clc_312 + 0.5285 * clc_313"
"537122319";;0,8664;;;;;;;;0,0458;0,0604;;;;0,0149;;0,0032;;0,0094;;;;;;;;;;;"0.8664 * clc_112 + 0.0458 * clc_141 + 0.0604 * clc_142 + 0.0149 * clc_231 + 0.0032 * clc_243 + 0.0094 * clc_312"
"53712233";;0,9103;;;;;;;;0,0888;;;;;;;0,001;;;;;;;;;;;;;"0.9103 * clc_112 + 0.0888 * clc_141 + 0.001 * clc_243"
"53712234";;0,221;;;;;;;;0,0408;;0,0364;;;0,3384;;;;0,2578;0,1055;;;;;;;;;;"0.221 * clc_112 + 0.0408 * clc_141 + 0.0364 * clc_211 + 0.3384 * clc_231 + 0.2578 * clc_312 + 0.1055 * clc_313"
"53712235";;0,3946;0,0776;;;;;;;;;;;;;;0,068;;0,4599;;;;;;;;;;;"0.3946 * clc_112 + 0.0776 * clc_121 + 0.068 * clc_243 + 0.4599 * clc_312"
"53712236";;0,2228;0,006;;;;;;;;;;;;0,0286;;0,1474;;0,3678;0,2274;;;;;;;;;;"0.2228 * clc_112 + 0.006 * clc_121 + 0.0286 * clc_231 + 0.1474 * clc_243 + 0.3678 * clc_312 + 0.2274 * clc_313"
"53712239";;0,1438;0,1039;;;;;;;;;;;;0,2432;;0,106;0,0892;0,243;0,071;;;;;;;;;;"0.1438 * clc_112 + 0.1039 * clc_121 + 0.2432 * clc_231 + 0.106 * clc_243 + 0.0892 * clc_311 + 0.243 * clc_312 + 0.071 * clc_313"
